"Type Etablissement","AA","AB","AC","AD","AE","AF","AG","AH","AI","AJ","AK","AL","AM","AN","AO","AP","AQ","AR","AS","AU","AV","AX","AZ"
"pr",18,26,0,12,1,0,9,1981,2720,0,0,0,49,1,45,360,0,3,0,0,0,97,0
"pr",0,0,602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"pr",4223,1361,9597,12,159,370,67,1189,1510,573,63,0,86,5354,138,581,0,27,0,0,3,546,3
"pr",3068,806,1883,86,113,314,145,769,11,610,45,0,61,3549,23,638,0,8,0,2,1,395,43
"pr",2034,932,160,8,55,147,36,644,126,43,1,0,45,0,47,120,0,1,0,1,0,96,1
"pr",2564,1228,1403,156,2087,1071,479,292,1027,105,2,0,43,0,35,184,1,24,0,2,12,391,4196
"pr",1820,817,228,13,21,62,36,572,1231,377,25,0,24,0,21,264,0,2,0,0,4,69,0
"pr",2698,1485,642,24,40,62,182,699,752,288,38,0,48,0,11,520,1,17,0,1,4,249,0
"pr",4890,1443,1590,71,608,424,259,958,955,716,39,0,61,0,55,288,0,17,0,0,10,403,182
"pr",1877,228,319,6,28,24,1,507,463,235,18,0,16,0,20,698,0,11,0,0,0,68,0
"pr",5304,4493,2220,109,32,361,164,294,1977,945,2961,1564,67,0,212,2160,3,43,0,0,3,462,42
"pr",3218,707,1702,13,30,254,25,1340,5,1210,1589,741,39,0,16,691,0,2,0,0,0,403,56
"pr",1260,1271,84,31,68,11,251,1041,605,229,153,0,82,2,17,671,0,9,0,0,6,122,1
"pr",133,178,0,49,2,1,0,628,3448,40,0,0,7,0,0,579,1,0,0,0,0,44,0
"pr",4,120,2,528,4,2,75,3,0,0,0,0,44,0,97,78,1,6,0,0,113,127,0
"pr",0,0,4125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"pr",3554,477,572,2,43,143,150,643,1045,2905,3214,2073,148,0,151,952,0,6,0,0,1,5476,0
"pr",0,2558,0,11,0,1,0,0,0,0,0,0,3,0,0,48,0,6,0,0,0,64,0
"pr",3268,1433,1272,18,85,313,150,686,1726,359,17,0,18,0,25,469,0,19,0,0,1,352,44
"pr",2398,463,212,1,10,157,12,1120,371,98,1,0,30,0,46,182,0,0,0,0,0,83,7
"pr",0,0,1324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"pr",1604,1199,687,4,42,37,3,485,945,258,36,0,41,0,34,369,0,4,0,0,0,227,0
"pr",32,20,2824,25,1537,604,112,6,2,72,0,0,17,11,12,32,0,25,0,0,1,1978,2595
"pr",2786,3690,18,44,0,100,0,2296,1714,87,1,0,74,0,50,664,1,1,0,0,1,199,0
"pr",4304,1848,1130,36,86,280,177,1020,924,193,2,0,59,0,107,642,0,6,0,6,1,191,53
"pr",0,0,907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"pr",0,0,510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"pr",5013,2793,1920,46,61,714,182,5374,1651,710,1332,1032,120,0,80,1189,1,44,0,0,11,1141,44
"pr",3779,1860,378,27,10,210,125,845,1306,254,7,0,46,0,3,467,2,22,0,1,1,165,0
"pr",2281,904,895,4,20,71,0,315,1785,200,0,0,48,0,30,611,1,7,0,0,1,184,2
"pr",0,0,205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"pr",0,0,466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"pr",8261,4527,2672,85,488,1312,353,3524,1495,366,3,0,145,134,174,1357,0,16,0,0,2,710,782
"pr",22,1606,84,13,5,9,39,1068,1359,482,803,535,15,0,20,155,0,1,0,0,0,82,0
"pr",2359,784,671,119,597,107,225,743,8,107,0,0,45,0,44,364,1,25,0,0,21,228,8
"pr",740,359,134,3,1,0,0,655,12,1523,2178,1331,13,0,0,342,0,7,0,0,0,67,0
"pr",5459,4569,3243,220,408,123,82,911,4056,351,3,0,178,3501,58,845,0,45,0,0,7,1301,1
"pr",4000,59,276,48,768,1024,679,317,1,867,2044,1671,57,0,122,244,0,13,0,0,7,387,77
"pr",881,907,14,82,447,34,87,10,7,3,0,0,56,45,23,16,0,9,0,0,9,230,1
"pr",1501,2308,855,638,522,1128,784,2471,1046,1440,5,0,59,0,72,456,0,27,1,0,39,596,98
"pr",4,1,165,1,22,15,1,0,0,845,2562,1500,7,0,17,2,0,2,0,0,0,45,0
"pr",10,3,12,59,824,46,147,7,0,0,0,0,8,0,6,9,0,5,0,0,3,192,30
"pr",6693,4182,2786,49,340,1122,213,1938,1194,424,1,0,167,1,181,896,1,25,0,1,5,784,142
"pr",3402,1951,397,15,551,233,150,1325,1401,198,113,0,67,1487,37,512,0,9,1,0,1,304,2
"pr",3556,1625,716,18,131,445,224,1927,1460,411,24,0,106,3442,58,686,0,18,0,0,1,443,28
"pr",2563,1239,1288,49,101,817,115,1326,397,271,8,0,30,1,82,302,0,5,0,0,2,258,129
"pr",0,0,3597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"pr",42,99,55,157,37,15,72,3,1,6,0,0,58,0,52,27,1,12,1,1,44,112,0
"pr",3592,685,751,4,328,74,0,1734,1214,216,0,0,48,0,31,385,0,18,0,0,0,295,251
"pr",132,159,63,215,119,22,232,18,0,6,2,0,46,0,70,40,1,18,1,0,44,126,0
"pr",19,32,11,235,24,2,38,2,0,4,0,0,14,0,7,7,0,4,0,0,30,5,0
"pr",5387,1370,2952,113,313,655,302,716,435,588,2245,1174,113,2042,199,878,0,34,4,2,15,532,55
"pr",3094,2749,1642,106,48,523,1,124,15,828,1539,786,65,0,45,874,3,31,0,0,0,392,35
"pr",5990,1800,2064,294,2379,729,562,881,1100,765,1860,1208,116,736,128,1284,0,54,1,0,41,643,3300
"pr",1643,647,344,242,397,51,665,543,360,84,1,0,77,4,159,440,2,50,4,1,122,631,21
"pr",706,209,481,37,219,134,63,1025,405,132,43,0,39,4600,13,576,0,2,0,0,4,158,3
"pr",2560,1011,890,75,59,128,133,1101,136,454,2121,1103,29,1,8,271,0,8,0,0,0,212,2
"pr",4072,3741,1063,396,1125,297,842,1412,304,802,2505,1434,167,2742,121,901,9,110,0,0,51,640,2056
"pr",2284,2308,536,5,16,248,2,858,803,535,2588,1098,10,0,4,554,0,1,0,0,0,131,0
"pr",11628,4030,4483,589,1968,1368,1430,9200,2634,1244,5914,3028,456,5363,258,2457,4,168,3,0,61,1550,1762
"pr",1964,1305,428,16,14,87,3,759,20,132,149,0,17,0,15,553,1,4,0,0,0,70,0
"pr",8737,45,64,3,188,478,2,222,454,149,0,0,3,0,8,1712,0,4,0,0,0,187,0
"pr",4196,761,2147,10,10,39,104,1478,86,96,0,0,11,0,8,1305,0,7,0,0,0,257,0
"pr",74,91,337,0,1,56,16,927,148,305,3248,1194,8,0,2,347,3,6,0,0,0,993,0
"pr",4433,646,1363,43,28,119,19,1135,1486,462,5,0,36,1,25,461,0,8,0,0,0,310,0
"pr",1624,3159,885,141,37,198,173,741,179,219,625,0,18,0,8,1373,2,3,0,0,0,202,2
"pr",2592,704,3154,31,26,147,15,208,867,298,1609,0,61,2261,23,699,0,12,0,0,0,290,0
"pr",1964,677,494,68,36,206,49,552,1,175,818,546,63,1643,15,250,0,8,0,0,2,269,0
"pr",559,11,839,2,4,89,1,618,26,815,1559,1191,18,0,47,175,0,5,0,0,0,86,0
"pr",3,45,109,1,4,263,2,690,4204,3531,27,0,9,0,5,207,0,5,0,0,2,108,0
"pr",1665,3774,487,206,2116,434,231,208,12,57,2,0,51,0,72,80,0,40,0,0,8,1248,3271
"pr",1193,825,728,6,173,553,7,631,230,3087,46,0,147,11330,40,297,0,6,0,0,0,131,0
"pr",1991,263,2292,7,10,148,64,443,854,202,1377,885,11,0,1,188,0,9,0,0,0,68,1
"pr",1880,514,264,20,488,480,1320,565,128,73,0,0,97,0,18,594,0,9,0,1,0,223,112
"pr",8,0,1,1,0,0,1,0,0,0,0,0,10,8595,3,1,0,0,0,0,0,46,0
"pr",1515,1210,440,41,6,132,36,628,557,85,14,0,65,1,26,459,0,7,0,0,1,322,4
"pr",0,0,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"pr",8,7,2285,10,34,6,19,0,0,0,0,0,2,0,17,6,0,3,0,0,6,24,0
"pr",2647,1197,2252,256,1386,528,489,1173,393,1026,2588,1565,78,830,89,737,3,68,0,0,21,1031,1576
"pr",4300,1125,2484,104,970,457,423,759,1767,232,7,0,81,0,114,667,0,48,0,0,6,1007,468
"pr",1989,1008,740,79,568,204,137,1804,288,287,132,0,87,1036,34,926,0,23,0,0,0,376,72
"pr",3527,2020,2113,96,172,339,263,1052,478,923,3489,2340,78,382,58,1081,0,25,0,0,21,331,9
"pr",2207,3454,350,5,13,80,6,28,1,56,1,0,8,0,6,148,0,4,1,0,0,153,1
"pr",3134,939,1380,12,49,136,10,1282,11,728,2693,1499,14,0,10,531,0,4,0,0,0,129,0
"pr",1416,45,1300,72,22,21,66,77,3,5,0,0,17,0,28,53,0,3,0,0,8,35,0
"pr",2675,922,761,78,54,53,195,439,84,200,108,0,26,3,33,932,0,4,0,0,7,232,1
"pr",665,448,128,5,0,8,43,351,0,1,0,0,2,0,8,100,1,3,0,0,0,59,0
"pr",4049,759,1489,136,130,174,278,880,56,687,3470,334,91,117,122,711,0,27,1,0,26,452,0
"pr",4529,898,245,10,4,108,115,258,2056,150,17,0,15,2,19,346,0,2,0,0,0,130,0
"pr",4256,1703,2818,122,215,323,292,813,478,403,1886,1232,71,1045,185,1087,3,51,2,0,19,695,37
"pr",1096,262,998,85,1313,121,220,118,252,804,1307,685,19,622,31,358,0,9,0,0,0,153,114
"pr",1720,489,955,3,8,46,31,2048,295,211,1425,659,48,0,2,326,1,1,0,0,1,84,0
"pr",1130,54,77,76,3184,1775,811,17,2,14,0,0,38,0,84,27,0,38,2,0,0,662,4726
"pr",822,9,256,20,96,17,56,353,36,81,757,499,7,0,11,27,0,2,0,0,0,49,7
"pr",0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"pr",5803,1919,2287,88,782,895,274,880,720,1205,2870,1900,129,715,42,549,0,20,0,0,2,472,163
"pr",29,87,27,143,43,14,160,2,0,4,0,0,21,0,88,27,0,4,0,0,50,63,0
"pr",2464,1017,1532,10,186,1035,9,436,491,1022,5509,3196,42,1028,25,868,0,6,0,0,0,277,48
"pr",2314,1269,729,400,411,175,369,729,284,96,4,0,131,3355,76,364,4,41,0,1,28,284,2
"pr",1551,511,713,5,130,126,55,1126,1066,457,1440,949,20,0,22,582,1,2,0,0,0,238,8
"pr",1821,522,3150,135,118,186,176,675,690,60,1,0,73,3382,108,235,0,24,2,0,17,116,0
"pr",0,0,0,0,1,0,1,0,0,0,0,0,0,0,904,0,0,0,0,0,18,2,0
"pr",2762,808,2208,29,101,589,319,291,276,347,452,0,53,473,117,491,0,16,0,0,4,382,14
"pr",413,153,259,2,2,124,0,2,1,833,3162,1641,11,0,4,68,0,0,0,0,0,53,0
"pr",4151,1613,1075,98,142,162,157,560,682,148,77,0,51,0,51,860,0,42,0,0,26,366,10
"pr",313,184,48,2,1,12,1,18,53,9,49,0,0,0,5,102,0,0,0,0,0,9,0
"pr",6885,753,658,11,15,320,28,1617,713,512,1054,508,44,0,54,318,0,7,1,0,0,163,3
"pr",1706,587,442,19,5,94,1,590,400,141,914,639,13,0,6,610,0,1,0,0,0,53,0
"pr",0,0,825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"pr",1571,1566,1824,82,69,132,325,797,278,119,41,0,39,46,11,960,0,6,0,0,12,166,0
"pr",3579,1502,286,12,12,34,27,494,676,72,0,0,33,0,13,942,0,1,0,0,0,74,0
"pr",20,27,14,27,32,6,51,0,0,0,0,0,84,61,16,21,0,13,0,0,9,233,0
"pr",920,915,1266,7,3,69,10,854,650,354,1383,766,66,0,5,533,1,1,0,0,0,59,0
"pr",2849,1290,647,93,32,180,84,525,663,422,981,769,40,0,56,628,1,19,0,0,0,372,0
"pr",6647,1788,1682,118,256,490,227,2340,931,486,6,0,87,5584,88,1474,4,24,0,0,18,720,10
"pr",6243,2250,4707,75,523,1034,390,716,553,607,3048,1562,134,3112,68,1204,0,34,0,0,66,883,219
"pr",559,22,468,3,11,7,9,905,8,743,1288,522,25,0,12,236,0,2,0,0,0,46,0
"pr",8,2,4,8,37,4,199,1,6,4,0,0,5,901,50,0,0,1,0,0,3,173,0
"pr",1191,405,3660,59,36,120,62,697,801,1346,1610,1061,127,0,25,238,0,12,0,0,23,159,0
"pr",9234,2155,4034,159,286,848,606,3655,850,998,3363,2255,99,2109,105,1803,10,20,0,0,2,915,163
"pr",1948,226,185,147,1286,169,19,200,690,671,1602,965,100,0,321,352,0,5,3,0,148,673,0
"pr",3899,342,82,195,507,44,129,208,3,100,3,0,175,2893,419,28,0,21,1,0,232,751,0
"pr",240,23,1556,0,14,29,5,276,659,227,81,0,11,0,27,245,1,1,0,0,0,89,0
"pr",39,168,1795,80,318,58,15,3,2,4,1,0,34,0,254,5,0,4,4,0,416,153,0
"pr",9,18,12,42,61,23,9,6,0,0,0,0,8,0,22,23,0,1,0,0,83,3,0
"pr",6,53,91,11,57,13,4,0,0,1,1,0,7,0,64,5,0,5,0,0,28,312,0
"pr",12,34,8,19,204,26,2,1,0,13,0,0,13,0,76,1,0,0,0,0,56,65,0
"pr",4235,1884,1523,53,197,884,24,1153,2536,1146,4054,1972,179,0,221,764,0,34,2,0,16,517,206
"pr",1676,1766,57,87,197,18,50,1339,1596,277,776,629,3,0,36,391,0,6,0,0,0,151,565
"pr",3111,75,660,2,6,131,27,141,1587,1006,1629,1131,22,0,130,558,0,5,0,0,0,537,0
"pr",372,21,108,7,25,4,8,4,0,62,793,532,9,0,30,83,0,4,1,0,8,22,0
"pr",1527,897,51,39,21,7,8,495,568,66,49,0,14,0,46,155,0,4,1,0,26,30,0
"pr",448,36,23,34,74,12,19,73,58,5,5,0,16,0,74,12,0,14,0,0,106,36,0
"pr",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,407,6,0
"pr",145,712,98,35,12,21,2,1764,1220,530,1479,392,33,1,45,604,0,12,0,0,1,190,0
"pr",2167,1386,1228,7,31,30,10,1714,281,1106,2770,1403,32,0,40,641,0,27,0,0,0,228,0
"pr",87,146,25,171,77,15,145,12,5,2,0,0,21,0,70,31,1,32,0,0,156,158,0
"pr",2337,1189,277,18,21,178,70,2550,1662,493,1416,1259,23,2,31,943,0,14,0,0,0,240,7
"pr",0,37,5,0,0,0,0,270,66,16,0,0,0,0,1,39,0,0,0,0,0,7,0
"pr",2465,1554,1755,183,725,899,125,492,640,652,3124,1882,268,4414,157,369,1,43,0,0,23,1517,2111
"pr",0,110,7,16,0,0,0,350,1461,30,21,0,4,0,1,639,3,0,0,0,4,16,0
"PSP",2,1,10,12,503,4,275,6,0,0,0,0,9,2,21,3,0,3,0,0,3,564,2
"PSP",1481,696,988,494,93,2,1008,1069,228,32,0,256,132,41,297,229,7,443,1,0,143,860,0
"PSP",250,125,114,736,531,26,563,9,2,19,0,0,84,0,120,48,1,48,1,0,155,896,6
"PSP",2,2,2,9,1512,6,10,3,10,0,0,0,1,0,1,2,0,1,0,0,1,119,2810
"PSP",176,18,14,17,18,10,21,2,0,5,252,207,10,1,3,6,0,2,0,0,14,37,0
"PSP",31,44,21,52,428,33,102,12,0,4,0,0,25,0,46,7,0,12,0,0,14,45,0
"PSP",21,24,17,240,23,6,37,1,0,3,0,0,20,0,22,16,0,1,0,0,66,193,0
"PSP",30,32,19,31,21,3,28,10,1,3,1,0,7,1,20,4,0,2,8,0,65,174,0
"PSP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,226,0
"PSP",891,155,142,19,43,61,123,472,143,53,0,0,36,0,14,329,0,5,0,0,1,128,0
"PSP",1650,733,510,74,109,111,164,1291,382,206,789,0,55,522,94,317,0,12,3,1,41,407,1
"PSP",0,2,1,3143,39,0,2,0,0,0,10,0,5,0,7,0,0,0,1,0,206,28,0
"PSP",7332,1049,1534,147,478,286,695,779,888,1130,7,0,518,1154,216,768,1,76,9,4,29,594,50
"PSP",3658,1646,504,55,100,234,431,1016,114,355,20,0,114,86,600,702,0,18,2,0,4,187,14
"PSP",6504,2635,5050,1088,2340,1221,2581,2151,1188,1358,4953,3660,690,6187,1577,790,1,232,30,3,160,2810,2477
"PSP",10,4,367,0,12,10,0,0,1,1084,3283,2579,7,0,1,24,0,5,0,0,0,32,0
"PSP",999,219,106,170,239,75,247,368,51,45,1,0,49,0,39,185,2,26,0,0,72,210,0
"PSP",3,3,4,4,127,21,945,14,0,0,0,0,33,176,2,1,0,7,0,0,2,744,0
"PSP",488,296,111,35,40,29,40,11,6,50,4,0,16,0,19,111,0,8,0,0,31,46,0
"PSP",3,1,1,2,26,1,464,3,0,3,0,0,5,0,7,1,0,4,0,0,2,556,0
"PSP",761,1749,559,409,612,70,268,453,284,126,13,3,87,440,297,259,8,44,0,2,179,575,0
"PSP",887,614,156,79,92,19,176,32,108,272,2804,1532,153,432,419,139,0,45,50,0,224,581,0
"PSP",1103,301,65,227,134,55,200,24,4,8,0,0,176,423,149,111,1,22,0,0,504,375,0
"PSP",4486,1159,157,136,336,542,95,4,8,287,2401,1469,430,978,119,117,0,18,0,1,6,572,68
"PSP",1440,963,76,203,273,28,289,387,439,217,649,407,64,0,69,188,3,25,0,2,97,585,0
"PSP",4360,1623,153,45,50,328,166,507,2,236,8,0,71,209,140,288,0,15,0,0,12,535,37
"PSP",1254,915,241,200,587,171,257,408,663,112,578,390,61,2,63,262,1,34,0,0,60,550,3
"PSP",14,0,1,43,226,0,44,1,0,0,0,1,0,0,152,0,0,0,0,0,8,746,0
"PSP",1891,1323,1629,325,122,173,176,557,1259,367,1,0,167,224,265,253,0,34,0,1,39,1226,0
"PSP",30,32,230,27,23,11,40,4,2,3,0,0,123,10,18,60,0,23,3,0,9,548,0
"PSP",22,29,12,54,38,11,64,2,0,5,0,0,20,0,4,13,0,8,0,0,21,183,0
"PSP",58,72,15,327,401,11,123,11,4,2,0,0,24,14,59,6,1,8,0,0,114,89,0
"PSP",2004,1919,360,33,16,32,10,1257,2,2186,2924,2159,71,0,216,342,1,6,0,0,3,288,0
"PSP",2,12,4,28,8,3,30,0,0,1,0,0,2,0,5,3,0,0,0,0,11,77,0
"PSP",48,0,0,4,0,1,2,1,0,1,0,0,84,62,65,0,0,0,0,0,24,66,0
"PSP",40,149,10,283,607,13,293,4,0,2,0,0,22,19,23,14,0,16,1,0,107,332,0
"PSP",123,4,3,7,3,1,33,1,0,0,0,0,44,6816,3,1,0,6,0,0,0,280,0
"PSP",2692,649,780,231,1128,471,546,55,11,640,2361,1862,178,43,118,287,2,92,0,1,82,1536,829
"PSP",15,35,14,43,58,6,53,2,1,2,0,0,3,0,24,5,0,1,1,0,10,14,0
"PSP",3009,3316,1450,31,128,830,167,4,11,451,5,0,70,17,203,256,0,14,0,4,0,661,138
"PSP",945,292,78,3,3,23,17,94,0,60,1,0,5,1,3,66,1,5,0,0,0,64,0
"PSP",3289,88,39,43,76,388,90,1962,4,80,1,0,134,19201,169,594,0,22,0,0,3,377,0
"PSP",5,0,100,0,0,0,1,0,0,516,1649,1172,3,0,0,11,0,2,0,0,0,44,0
"PSP",2190,10,2105,1,25,83,3,9,0,1127,3522,2564,34,0,59,201,0,7,0,0,0,154,0
"PSP",14,13,21,187,41,9,37,0,0,1,0,0,3,0,22,5,0,3,0,0,13,55,0
"PSP",12,13,3,31,9,1,18,5,1,5,0,0,4,0,6,4,0,3,0,0,6,15,0
"PSP",6,11,4,17,14,6,12,0,0,1,0,0,2,0,9,4,0,2,0,0,4,39,0
"PSP",2292,1158,939,708,1388,358,1603,701,402,280,1585,757,304,261,430,567,9,107,0,3,251,1380,16
"PSP",49,106,32,334,120,16,109,13,3,4,0,0,34,0,66,24,0,17,0,0,258,1673,0
"PSP",2955,303,1033,182,374,1191,12,323,447,338,4,0,35,0,52,787,2,2,0,0,4,221,103
"PSP",10,14,1,46,17,8,30,1,0,0,0,0,0,0,19,17,0,0,0,0,38,39,0
"PSP",1283,270,2806,688,1414,374,161,439,26,38,5,0,354,1114,530,471,3,50,0,0,86,2342,83
"PSP",565,235,27,123,112,30,1138,23,0,7,1,0,197,649,91,22,1,35,1,0,198,1149,0
"PSP",2302,1520,2228,530,352,120,1320,193,14,797,1220,687,218,1053,232,476,8,184,0,11,210,2268,1
"PSP",1,5,3,26,3,3,7,2,0,0,0,0,5,0,8,4,0,0,0,0,42,1987,0
"PSP",4725,59,14683,15,75,21,39,5,0,257,1,0,97,8,207,192,0,45,0,0,21,1082,1
"PSP",45,57,18,113,44,15,108,4,0,4,0,0,16,0,36,23,0,13,0,0,37,129,0
"PSP",1842,1017,933,296,429,134,567,198,7,218,1034,723,94,1038,69,482,6,31,0,1,152,653,0
"PSP",0,0,1,1,0,0,0,0,0,8,605,431,0,0,0,1,0,0,0,0,0,17,0
"PSP",940,45,13,45,38,285,1725,32,0,50,0,0,105,851,6,124,0,30,0,1,3,927,56
"PSP",786,34,352,41,571,273,229,209,504,117,0,0,59,740,22,228,1,6,0,0,6,528,1
"PSP",1094,670,232,50,30,144,86,163,2,107,0,0,44,518,101,81,0,6,0,0,80,480,0
"PSP",2903,1840,491,818,714,199,947,1498,833,991,2028,1559,339,453,216,330,2,87,1,2,366,1968,174
"PSP",3956,3203,1354,439,1357,527,1269,693,24,355,3,0,213,396,200,682,12,71,1,0,453,2457,0
"PSP",1337,1993,163,141,22,98,11,29,214,258,1180,856,19,1,11,877,7,7,0,0,3,286,0
"PSP",49,17,22,34,304,19,899,1,0,1,0,0,58,0,42,24,0,6,0,0,12,541,0
"PSP",3,0,4,4,110,2,105,0,1,0,0,0,1,0,3,0,0,3,0,0,1,24,2
"PSP",0,0,0,0,2,0,91,16,0,0,0,0,0,0,0,1,0,0,0,0,0,27,0
"PSP",21,32,1,5,2,0,22,56,1,0,0,0,5,0,17,10,0,18,0,0,13,11,0
"PSP",1,12,0,64,4,0,2,0,3,0,0,0,0,0,1,1,0,0,0,0,200,329,0
"PSP",3239,75,521,64,80,100,58,1103,635,985,1768,1334,60,0,963,354,1,8,1,0,39,286,0
"PSP",4851,736,17939,472,467,403,501,2191,1414,1248,2641,2224,363,2350,1119,787,0,110,1,0,454,3397,123
"PSP",0,1,0,3,4,0,231,0,0,1,0,0,38,32,2,0,0,2,0,0,0,70,0
"PSP",0,2169,3,276,5,4,21,0,0,0,0,0,1,0,6,145,3,35,0,5,1,230,0
"PSP",9,2,0,6,24,1,483,4,0,1,0,0,44,231,1,2,0,3,0,0,1,203,0
"PSP",3663,1511,187,657,1872,900,242,1121,535,282,757,647,58,15,534,556,0,26,0,0,110,2462,1093
"PSP",53,125,37,424,146,36,149,5,4,7,0,0,51,0,71,38,0,15,0,2,120,70,1
"PSP",0,538,0,26,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,41,0
"PSP",22,28,7,52,22,3,28,4,1,0,0,0,10,0,10,9,0,4,0,0,561,19,0
"PSP",404,43,159,101,512,18,474,12,1,7,1670,1255,113,221,787,367,0,36,0,0,511,513,1
"PSP",582,636,338,89,30,12,80,504,0,18,0,0,15,0,45,74,0,1,0,0,10,423,0
"PSP",1748,1280,171,357,430,99,493,597,1167,413,1300,1063,413,1183,162,255,0,125,2,0,248,542,15
"PSP",2602,2044,1365,1154,1580,312,1236,583,404,672,1733,1526,647,991,570,835,264,151,0,0,428,2790,1275
"PSP",1850,1508,1218,633,986,268,891,578,464,560,1057,667,230,4040,1146,465,3,107,4,4,301,1608,12
"PSP",41,23,10,36,23,3,50,20,0,2,0,0,5,6,63,7,0,2,0,0,23,133,0
"PSP",76,68,8,25,7,0,52,2,0,1,0,0,135,1604,76,1,0,23,6,0,1,393,0
"PSP",3452,3465,1341,1573,1431,986,1732,554,1267,533,1813,1680,698,4244,2099,1341,4,204,130,3,304,2827,168
"PSP",18,410,2,3273,17,19,46,1362,8236,1,0,0,42,12,60,50,0,18,26,0,36,3126,394
"PSP",4,2,121,1,0,0,0,0,0,1099,3100,1988,2,0,0,1,0,1,0,0,0,35,0
"PSP",0,0,0,0,0,0,0,0,0,0,616,881,0,0,0,0,0,0,0,0,0,6,0
"PSP",2254,1755,7705,791,974,436,1269,109,534,1702,3594,1888,296,361,503,96,0,117,39,0,38,604,1231
"PSP",2964,1021,98,736,246,120,109,32,7,18,0,0,98,0,74,197,0,23,0,1,102,303,0
"PSP",33,12,622,106,12,3,723,5,0,2,0,0,26,1,11,2,0,13,3,0,4,539,1
"PSP",1431,3187,189,159,11,102,18,22,2,57,2,0,22,0,10,951,0,9,0,2,0,980,0
"PSP",23,19,1243,16,15,9,28,1,1,0,0,0,16,0,15,3,0,33,4,0,1,59,1
"PSP",17,79,12,214,98,12,87,1,1,0,0,0,33,0,66,19,0,12,0,0,27,19,0
"PSP",9,5,363,6,37,6,18,4,0,0,0,0,4,0,6,1,0,10,0,0,0,53,4
"PSP",748,17,41,40,84,21,271,30,7,6,4,0,265,7889,748,23,0,59,5,0,77,1636,0
"PSP",770,704,216,65,62,44,106,8,1,137,0,0,54,311,41,68,0,5,1,0,44,292,0
"PSP",46,22,6385,88,491,21,550,5,0,0,0,0,40,126,16,6,0,18,1,0,8,187,0
"PSP",22,38,18,109,33,4,54,0,0,5,0,0,25,4,11,4,0,10,0,0,24,200,0
"PSP",142,154,57,344,151,42,203,7,6,16,0,0,194,446,93,30,1,30,0,0,73,211,0
"PSP",3,21,0,194,2370,0,70,2,0,1,0,14,6,0,3,0,0,0,0,0,0,243,0
"PSP",727,215,60,106,33,14,24,124,876,4,0,0,63,0,59,174,0,6,0,0,15,93,0
"PSP",1982,1162,1059,76,41,23,179,253,393,168,24,0,65,0,35,181,0,39,3,1,13,148,15
"PSP",196,32,33,104,57,10,183,55,0,16,0,0,279,19231,41,29,0,56,0,0,2,644,0
"PSP",1,0,12051,1,8,0,7,0,0,0,0,0,1,0,2,4,0,7,0,0,1,15,0
"PSP",353,137,124,245,1015,75,1560,36,20,42,2,0,918,2723,383,67,0,67,42,0,37,750,1
"PSP",52,84,52,483,219,16,191,11,3,1,0,0,43,0,114,30,0,10,0,0,90,139,0
"PSP",59,49,43,147,50,27,97,4,0,2,0,0,50,1,94,21,0,11,3,0,94,184,0
"PSP",1559,1018,814,289,193,94,347,18,1,82,3,0,410,1103,190,373,1,82,368,0,104,950,1
"PSP",3184,2005,5964,1532,1227,526,2954,909,957,468,3243,2847,858,3784,496,342,4,159,36,4,507,4670,614
"PSP",148,226,216,139,72,10,334,45,0,319,3018,2000,47,13,92,43,1,107,0,0,17,252,0
"PSP",42,41,4,23,1652,345,1416,39,0,0,0,0,134,1,41,19,0,11,0,1,1,774,1869
"PSP",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,418,0
"PSP",1,0,0,0,0,0,0,0,0,2,2429,1543,0,0,0,0,0,0,0,0,0,13,0
"PSP",3732,2339,1058,1232,1155,119,1625,570,322,149,26,191,859,1402,887,580,8,307,187,2,474,3589,9
"PSP",13,12,1,18,40,5,819,2,0,0,0,0,28,479,11,1,0,2,0,0,5,654,0
"PSP",11,21,9,115,13,4,32,1,0,0,0,0,28,0,16,14,0,4,0,0,15,12,0
"PSP",525,618,478,196,110,47,134,28,10,294,1700,1049,105,69,80,299,11,501,41,2,114,314,0
"PSP",1618,887,517,309,239,43,241,426,332,151,14,1,25,0,75,625,6,285,1,3,221,1332,2
